MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000144228.7	a	g	60327.00	2.563	0.01037	+-+
ENSG00000163138.17	a	g	60327.00	1.187	0.2353	-+-
ENSG00000001631.13	a	g	60327.00	1.547	0.1218	-++
ENSG00000167978.15	a	g	60327.00	-0.804	0.4213	---
ENSG00000007171.15	a	g	60327.00	0.482	0.6295	+++
ENSG00000185523.6	a	g	60327.00	-0.515	0.6065	---
ENSG00000024422.10	a	g	60327.00	1.718	0.08579	+++
ENSG00000167749.10	a	g	60327.00	0.493	0.6222	+-+
ENSG00000169035.10	a	g	60327.00	-0.170	0.8648	+--
ENSG00000231787.4	a	g	60327.00	-1.043	0.2968	--+
ENSG00000236699.7	a	g	60327.00	0.490	0.6241	-+-
ENSG00000134020.7	a	g	60327.00	-0.146	0.8842	--+
ENSG00000201581.1	a	g	60327.00	1.759	0.07853	+++
ENSG00000149054.13	a	g	60327.00	-0.532	0.5944	+--
ENSG00000166311.8	a	g	60327.00	-1.646	0.09974	---
ENSG00000189167.10	a	g	60327.00	-0.044	0.9648	-++
ENSG00000135324.5	a	g	60327.00	-0.047	0.9623	--+
ENSG00000166862.6	a	g	60327.00	0.952	0.3409	++-
ENSG00000196167.8	a	g	60327.00	1.054	0.2919	-++
ENSG00000183718.5	a	g	60327.00	2.376	0.01752	+++
ENSG00000105879.10	a	g	60327.00	0.999	0.3178	++-
ENSG00000222931.1	a	g	60327.00	-0.103	0.9181	+--
ENSG00000159164.8	a	g	60327.00	1.950	0.05118	+++
ENSG00000079459.11	a	g	60327.00	0.529	0.5968	-++
ENSG00000222921.1	a	g	60327.00	-1.986	0.04705	-+-
ENSG00000187808.4	a	g	60327.00	0.175	0.8614	+-+
ENSG00000123329.16	a	g	60327.00	-2.306	0.02113	---
ENSG00000275090.1	a	g	60327.00	0.633	0.527	+-+
ENSG00000124920.12	a	g	60327.00	-0.356	0.7221	-+-
ENSG00000186124.3	a	g	40209.00	-0.295	0.7677	+?-
ENSG00000120784.14	a	g	60327.00	0.421	0.6735	++-
ENSG00000171772.14	a	g	60327.00	0.755	0.4505	+++
ENSG00000122585.6	a	g	60327.00	1.082	0.2794	+++
ENSG00000113068.8	a	g	60327.00	-1.914	0.05558	-+-
ENSG00000275591.3	a	g	60327.00	0.049	0.9606	--+
ENSG00000129347.18	a	g	60327.00	0.314	0.7536	--+
ENSG00000120129.5	a	g	60327.00	0.299	0.7649	+--
ENSG00000263761.2	a	g	60327.00	0.047	0.9626	+--
ENSG00000204920.9	a	g	60327.00	-1.379	0.1678	-+-
ENSG00000132000.10	a	g	60327.00	1.009	0.3128	+++
ENSG00000116641.14	a	g	60327.00	3.112	0.001858	+++
ENSG00000180891.11	a	g	60327.00	0.457	0.6478	++-
ENSG00000127366.5	a	g	60327.00	-0.254	0.7994	--+
ENSG00000277762.1	a	g	60327.00	0.408	0.6836	++-
ENSG00000183722.7	a	g	60327.00	2.601	0.009294	+++
ENSG00000142494.12	a	g	60327.00	-0.428	0.6683	--+
ENSG00000005001.8	a	g	60327.00	2.254	0.0242	-++
ENSG00000013523.8	a	g	60327.00	-2.450	0.01428	---
ENSG00000102359.5	a	g	60327.00	-1.783	0.07455	---
ENSG00000072042.11	a	g	60327.00	-0.803	0.422	-+-
ENSG00000149196.14	a	g	60327.00	-0.968	0.3329	--+
ENSG00000162882.13	a	g	60327.00	-0.144	0.8859	--+
ENSG00000151500.13	a	g	60327.00	-1.930	0.05358	-+-
ENSG00000260916.4	a	g	60327.00	1.352	0.1765	+-+
ENSG00000171643.12	a	g	60327.00	0.136	0.8914	+-+
ENSG00000048740.16	a	g	60327.00	-0.879	0.3796	--+
ENSG00000143340.6	a	g	60327.00	-0.563	0.5732	-+-
ENSG00000187676.7	a	g	60327.00	-1.355	0.1755	-+-
ENSG00000279468.1	a	g	60327.00	-0.321	0.7484	--+
ENSG00000119865.7	a	g	60327.00	-0.484	0.6286	+-+
ENSG00000147162.12	a	g	60327.00	-0.664	0.5068	-+-
ENSG00000175866.14	a	g	60327.00	-0.843	0.3993	--+
ENSG00000211451.10	a	g	60327.00	-0.582	0.5603	+--
ENSG00000106025.7	a	g	60327.00	0.597	0.5502	-++
ENSG00000232791.3	a	g	60327.00	0.941	0.3468	+-+
ENSG00000176153.11	a	g	60327.00	-1.941	0.05225	---
ENSG00000199354.1	a	g	60327.00	1.656	0.09764	++-
ENSG00000047056.13	a	g	60327.00	0.520	0.6032	-+-
ENSG00000199944.1	a	g	60327.00	-1.901	0.05724	---
ENSG00000143320.7	a	g	60327.00	2.387	0.017	+++
ENSG00000128655.15	a	g	60327.00	-1.461	0.1442	---
ENSG00000169925.15	a	g	60327.00	-1.105	0.269	---
ENSG00000083845.7	a	g	60327.00	0.695	0.4872	-++
ENSG00000123612.14	a	g	60327.00	2.965	0.003023	+++
ENSG00000228312.1	a	g	60327.00	-1.371	0.1704	--+
ENSG00000182173.11	a	g	60327.00	-0.146	0.8841	--+
ENSG00000198346.9	a	g	60327.00	-0.752	0.4518	--+
ENSG00000174109.4	a	g	60327.00	-1.601	0.1093	---
ENSG00000212620.1	a	g	60327.00	-0.575	0.5653	+--
ENSG00000130304.15	a	g	60327.00	0.377	0.7064	+--
ENSG00000177992.9	a	g	60327.00	-1.090	0.2759	--+
ENSG00000112167.8	a	g	60327.00	1.063	0.2878	+++
ENSG00000130940.13	a	g	60327.00	-0.934	0.3505	---
ENSG00000201532.1	a	g	60327.00	-1.711	0.08703	--+
ENSG00000210841.1	a	g	60327.00	-0.644	0.5199	--+
ENSG00000114648.10	a	g	60327.00	-0.807	0.4197	++-
ENSG00000130775.14	a	g	60327.00	0.058	0.9541	++-
ENSG00000242764.3	a	g	40223.00	-0.056	0.9553	?-+
ENSG00000182606.13	a	g	60327.00	1.417	0.1565	+++
ENSG00000196131.6	a	g	60327.00	0.273	0.7851	++-
ENSG00000113318.9	a	g	60327.00	-1.015	0.3101	---
ENSG00000132297.10	a	g	60327.00	1.863	0.06251	+++
ENSG00000243477.4	a	g	60327.00	1.207	0.2274	+++
ENSG00000006788.11	a	g	60327.00	-1.081	0.2796	+-+
ENSG00000165731.16	a	g	60327.00	0.768	0.4423	-++
ENSG00000115282.18	a	g	60327.00	-1.373	0.1698	---
ENSG00000233109.4	a	g	60327.00	0.229	0.819	+-+
ENSG00000090266.11	a	g	60327.00	-0.363	0.7168	-++
ENSG00000056097.14	a	g	60327.00	1.428	0.1534	++-
ENSG00000124356.14	a	g	60327.00	-0.986	0.324	---
ENSG00000252719.1	a	g	60327.00	-0.792	0.4282	-+-
ENSG00000134086.7	a	g	60327.00	0.982	0.3259	+++
ENSG00000175175.5	a	g	60327.00	-0.797	0.4253	-+-
ENSG00000160226.14	a	g	60327.00	1.737	0.0824	+++
ENSG00000092421.15	a	g	60327.00	2.230	0.02574	+++
ENSG00000106004.4	a	g	60327.00	0.418	0.6762	--+
ENSG00000104972.13	a	g	60327.00	-2.133	0.03292	---
ENSG00000188523.7	a	g	60327.00	-0.427	0.6692	-+-
ENSG00000123908.10	a	g	60327.00	-0.866	0.3867	-+-
ENSG00000126870.14	a	g	60327.00	0.942	0.3461	+-+
ENSG00000197503.4	a	g	60327.00	-0.417	0.6768	+--
ENSG00000274641.1	a	g	60327.00	-0.441	0.6594	+--
ENSG00000183313.4	a	g	60327.00	-0.111	0.9116	--+
ENSG00000109519.11	a	g	60327.00	-0.978	0.328	+--
ENSG00000133657.13	a	g	60327.00	1.637	0.1017	+++
ENSG00000115661.12	a	g	60327.00	-0.251	0.8017	--+
ENSG00000206758.1	a	g	60327.00	-0.602	0.547	---
ENSG00000166436.14	a	g	60327.00	1.693	0.09039	+++
ENSG00000134640.2	a	g	60327.00	1.851	0.06421	+++
ENSG00000065882.14	a	g	60327.00	0.874	0.382	++-
ENSG00000102984.13	a	g	60327.00	-0.760	0.4474	---
ENSG00000199204.1	a	g	60327.00	-0.890	0.3736	---
ENSG00000140807.5	a	g	60327.00	-0.044	0.9645	++-
ENSG00000186508.4	a	g	60327.00	0.590	0.5553	--+
ENSG00000169884.12	a	g	60327.00	1.117	0.2641	+++
ENSG00000242173.7	a	g	60327.00	0.794	0.4272	+--
ENSG00000196365.10	a	g	60327.00	0.396	0.6917	-++
ENSG00000103043.13	a	g	60327.00	-1.956	0.05048	---
ENSG00000138944.7	a	g	60327.00	2.818	0.004828	+++
ENSG00000279863.1	a	g	60327.00	-0.126	0.9001	--+
ENSG00000115267.5	a	g	60327.00	-0.610	0.5416	--+
ENSG00000101082.12	a	g	60327.00	2.613	0.008986	+++
ENSG00000129749.3	a	g	60327.00	2.608	0.009112	+++
ENSG00000131023.11	a	g	60327.00	-0.529	0.5971	+--
ENSG00000162999.11	a	g	60327.00	-3.425	0.0006139	---
ENSG00000163626.15	a	g	60327.00	0.532	0.5947	++-
ENSG00000172742.4	a	g	60327.00	0.038	0.97	+-+
ENSG00000197880.7	a	g	60327.00	0.839	0.4017	+--
ENSG00000170011.12	a	g	60327.00	-0.236	0.8138	-+-
ENSG00000126010.5	a	g	60327.00	-1.227	0.2199	--+
ENSG00000182631.6	a	g	60327.00	1.548	0.1217	+++
ENSG00000170890.12	a	g	60327.00	1.083	0.2789	++-
ENSG00000239953.3	a	g	60327.00	-0.218	0.8278	+--
ENSG00000166343.8	a	g	60327.00	1.821	0.06865	+++
ENSG00000214548.13	a	g	60327.00	-0.189	0.8498	--+
ENSG00000201761.1	a	g	60327.00	0.101	0.9194	+-+
ENSG00000100297.14	a	g	60327.00	0.623	0.5331	--+
ENSG00000075218.17	a	g	60327.00	1.588	0.1123	-++
ENSG00000143450.13	a	g	60327.00	0.045	0.9643	--+
ENSG00000183571.9	a	g	60327.00	1.683	0.09241	+++
ENSG00000251908.1	a	g	60327.00	0.837	0.4024	++-
ENSG00000114120.10	a	g	60327.00	1.956	0.05041	+++
ENSG00000161021.10	a	g	60327.00	0.200	0.8416	-+-
ENSG00000206013.2	a	g	60327.00	-0.910	0.3626	-+-
ENSG00000080822.15	a	g	60327.00	1.132	0.2577	+++
ENSG00000174982.2	a	g	60327.00	0.312	0.7554	--+
ENSG00000135537.15	a	g	60327.00	-0.854	0.3931	+--
ENSG00000141026.5	a	g	60327.00	0.138	0.8905	+--
ENSG00000199361.1	a	g	60327.00	0.134	0.8932	+-+
ENSG00000196437.9	a	g	60327.00	-0.714	0.475	-+-
ENSG00000212289.1	a	g	60327.00	-1.055	0.2913	+--
ENSG00000148019.11	a	g	60327.00	-1.521	0.1282	-++
ENSG00000215845.9	a	g	60327.00	-0.252	0.8012	+--
ENSG00000171617.12	a	g	60327.00	-1.213	0.225	---
ENSG00000204611.5	a	g	60327.00	-1.566	0.1173	--+
ENSG00000252117.1	a	g	60327.00	0.592	0.5539	++-
ENSG00000123066.6	a	g	60327.00	0.621	0.5347	++-
ENSG00000187550.7	a	g	60327.00	1.495	0.135	+++
ENSG00000168216.9	a	g	60327.00	-1.258	0.2082	-+-
ENSG00000153230.4	a	g	60327.00	-0.442	0.6585	--+
ENSG00000133069.13	a	g	60327.00	1.096	0.2733	++-
ENSG00000114850.5	a	g	60327.00	0.830	0.4064	+++
ENSG00000140107.10	a	g	60327.00	0.152	0.879	+-+
ENSG00000196422.9	a	g	60327.00	0.197	0.844	-++
ENSG00000163534.13	a	g	60327.00	-0.550	0.5826	+--
ENSG00000132965.8	a	g	60327.00	-1.102	0.2705	-+-
ENSG00000100997.17	a	g	60327.00	0.415	0.6784	++-
ENSG00000164400.5	a	g	60327.00	0.658	0.5106	+-+
ENSG00000244754.7	a	g	60327.00	0.738	0.4607	-++
ENSG00000206695.1	a	g	60327.00	0.111	0.9119	+--
ENSG00000179626.3	a	g	40222.00	0.328	0.7426	-+?
ENSG00000074054.16	a	g	60327.00	0.377	0.7059	++-
ENSG00000138663.7	a	g	60327.00	0.834	0.4042	++-
ENSG00000160339.14	a	g	60327.00	0.506	0.6129	--+
ENSG00000222774.1	a	g	60327.00	-1.433	0.1517	---
ENSG00000159445.11	a	g	60327.00	1.255	0.2095	+++
ENSG00000110318.12	a	g	60327.00	0.027	0.9785	+-+
ENSG00000127507.16	a	g	60327.00	1.690	0.09106	+++
ENSG00000128283.6	a	g	60327.00	-0.401	0.6887	+--
ENSG00000139180.9	a	g	60327.00	0.271	0.7861	-++
ENSG00000235444.2	a	g	60327.00	-0.254	0.7998	+-+
ENSG00000151224.11	a	g	60327.00	0.663	0.5076	+-+
ENSG00000167178.14	a	g	60327.00	1.809	0.07051	++-
ENSG00000269693.1	a	g	60327.00	0.510	0.61	+-+
ENSG00000167261.12	a	g	60327.00	-0.170	0.8648	+-+
ENSG00000241757.3	a	g	60327.00	-0.142	0.8871	-++
ENSG00000141510.14	a	g	60327.00	-0.384	0.7012	+--
ENSG00000172789.3	a	g	60327.00	0.910	0.363	+++
ENSG00000112996.8	a	g	60327.00	0.886	0.3754	++-
ENSG00000118482.10	a	g	60327.00	0.331	0.7403	+-+
ENSG00000159111.11	a	g	60327.00	-1.456	0.1453	-+-
ENSG00000130385.5	a	g	60327.00	0.842	0.3999	-++
ENSG00000167977.7	a	g	60327.00	-0.292	0.7702	---
ENSG00000207210.1	a	g	60327.00	0.250	0.8027	+--
ENSG00000115761.14	a	g	60327.00	1.039	0.2989	+++
ENSG00000101452.13	a	g	60327.00	-0.477	0.6333	---
ENSG00000151532.12	a	g	60327.00	0.729	0.4661	-++
ENSG00000112144.14	a	g	60327.00	-0.772	0.4403	--+
ENSG00000185477.4	a	g	60327.00	-1.119	0.2632	-++
ENSG00000196578.4	a	g	40222.00	0.701	0.4832	++?
ENSG00000199370.2	a	g	60327.00	0.845	0.3982	+++
ENSG00000131943.16	a	g	60327.00	0.539	0.5896	++-
ENSG00000119686.8	a	g	60327.00	0.729	0.4662	-++
ENSG00000176605.6	a	g	60327.00	1.711	0.08717	+++
ENSG00000121904.16	a	g	60327.00	0.778	0.4368	+++
ENSG00000139572.3	a	g	60327.00	-0.842	0.3995	---
ENSG00000201618.1	a	g	60327.00	0.093	0.9259	-+-
ENSG00000134398.11	a	g	60327.00	-0.846	0.3974	---
ENSG00000068697.6	a	g	60327.00	-1.078	0.281	-+-
ENSG00000135677.9	a	g	60327.00	-0.730	0.4654	+--
ENSG00000170892.9	a	g	60327.00	0.246	0.8056	++-
ENSG00000202310.1	a	g	60327.00	-1.684	0.09224	-+-
ENSG00000169679.13	a	g	60327.00	1.009	0.3128	+++
ENSG00000233259.4	a	g	60327.00	0.338	0.7357	++-
ENSG00000049249.7	a	g	60327.00	-0.460	0.6454	+--
ENSG00000186977.2	a	g	60327.00	-0.402	0.6876	--+
ENSG00000151065.12	a	g	60327.00	0.627	0.5303	+--
ENSG00000162298.15	a	g	60327.00	-1.687	0.09158	---
ENSG00000146858.7	a	g	60327.00	2.052	0.04021	+++
ENSG00000196266.4	a	g	60327.00	-0.712	0.4764	-+-
ENSG00000183624.12	a	g	60327.00	2.771	0.00559	+++
ENSG00000130038.8	a	g	60327.00	0.371	0.7109	-++
ENSG00000138615.5	a	g	60327.00	-1.013	0.3112	---
ENSG00000166860.2	a	g	60327.00	0.602	0.5475	+-+
ENSG00000173535.12	a	g	60327.00	-0.073	0.9419	+--
ENSG00000104524.12	a	g	60327.00	-0.040	0.9683	--+
ENSG00000043462.10	a	g	60327.00	-1.114	0.2651	+--
ENSG00000176438.11	a	g	60327.00	-2.666	0.007682	-+-
ENSG00000181418.7	a	g	60327.00	2.630	0.008543	+++
ENSG00000200304.1	a	g	60327.00	0.099	0.921	+--
ENSG00000100865.13	a	g	60327.00	1.089	0.276	++-
ENSG00000185633.9	a	g	60327.00	1.960	0.04998	+++
ENSG00000136856.16	a	g	60327.00	0.583	0.5601	-++
ENSG00000204091.6	a	g	60327.00	0.145	0.8848	--+
ENSG00000152760.8	a	g	60327.00	0.323	0.7468	-+-
ENSG00000164252.11	a	g	60327.00	0.674	0.5003	--+
ENSG00000005100.11	a	g	60327.00	0.008	0.9936	+--
ENSG00000184599.12	a	g	60327.00	0.307	0.7585	-+-
ENSG00000275126.1	a	g	60327.00	-0.983	0.3259	--+
ENSG00000158428.3	a	g	60327.00	1.200	0.2303	+++
ENSG00000185010.12	a	g	60327.00	-1.242	0.2141	---
ENSG00000136052.8	a	g	60327.00	-0.196	0.8448	-+-
ENSG00000165125.16	a	g	60327.00	-0.090	0.9281	+--
ENSG00000076344.14	a	g	60327.00	0.403	0.6867	+-+
ENSG00000168758.9	a	g	60327.00	-0.717	0.4736	--+
ENSG00000105472.11	a	g	60327.00	3.522	0.0004285	+++
ENSG00000241175.3	a	g	60327.00	-0.176	0.86	-++
ENSG00000275878.1	a	g	60327.00	1.618	0.1057	+++
ENSG00000183470.8	a	g	60327.00	-0.469	0.6392	-+-
ENSG00000144029.10	a	g	60327.00	-0.322	0.7474	-+-
ENSG00000140688.15	a	g	60327.00	-0.268	0.7888	-+-
ENSG00000169087.9	a	g	60327.00	-0.559	0.576	-+-
ENSG00000104497.12	a	g	60327.00	-1.952	0.05095	---
ENSG00000131238.15	a	g	60327.00	0.068	0.9454	+-+
ENSG00000143257.10	a	g	60327.00	-1.702	0.0888	--+
ENSG00000197956.8	a	g	60327.00	-0.458	0.6467	-+-
ENSG00000177459.9	a	g	60327.00	0.519	0.6034	++-
ENSG00000158571.9	a	g	60327.00	-0.748	0.4547	+--
ENSG00000199122.2	a	g	60327.00	-0.446	0.6558	---
ENSG00000255262.3	a	g	60327.00	1.071	0.2842	+++
ENSG00000223152.1	a	g	60327.00	0.304	0.7614	+-+
ENSG00000168502.16	a	g	60327.00	-0.734	0.4631	---
ENSG00000104490.16	a	g	60327.00	-2.545	0.01092	--+
ENSG00000137269.13	a	g	60327.00	2.587	0.009688	+++
ENSG00000120875.7	a	g	60327.00	1.532	0.1256	+++
ENSG00000168246.5	a	g	60327.00	0.679	0.497	++-
ENSG00000179477.8	a	g	60327.00	-0.097	0.923	--+
ENSG00000105088.7	a	g	60327.00	-1.877	0.0605	---
ENSG00000171603.15	a	g	60327.00	-0.106	0.9156	-+-
ENSG00000183929.7	a	g	60327.00	-1.543	0.1229	-+-
ENSG00000242688.3	a	g	60327.00	1.609	0.1077	+++
ENSG00000137070.16	a	g	60327.00	1.241	0.2146	+++
ENSG00000153767.8	a	g	60327.00	-1.812	0.06995	--+
ENSG00000156925.10	a	g	60327.00	0.071	0.9434	--+
ENSG00000189120.4	a	g	60327.00	0.349	0.7274	-++
ENSG00000169919.15	a	g	60327.00	-0.498	0.6187	-+-
ENSG00000198851.8	a	g	60327.00	-2.631	0.008526	---
ENSG00000100473.14	a	g	60327.00	1.234	0.2171	+-+
ENSG00000199483.1	a	g	40209.00	0.336	0.7366	+?-
ENSG00000130751.8	a	g	60327.00	-1.282	0.1999	---
ENSG00000137880.5	a	g	60327.00	-1.439	0.1503	--+
ENSG00000163510.12	a	g	60327.00	-0.103	0.9182	+-+
ENSG00000162073.12	a	g	60327.00	1.735	0.08276	+++
ENSG00000151364.14	a	g	60327.00	-1.287	0.1981	---
ENSG00000131747.13	a	g	60327.00	2.385	0.0171	+++
ENSG00000103051.17	a	g	60327.00	-0.902	0.3672	---
ENSG00000131055.4	a	g	60327.00	1.606	0.1082	+++
ENSG00000125835.16	a	g	60327.00	-0.088	0.9303	--+
ENSG00000184155.8	a	g	20105.00	2.503	0.01232	??+
ENSG00000105697.6	a	g	60327.00	-0.399	0.69	+-+
ENSG00000116198.11	a	g	60327.00	-0.127	0.8986	--+
ENSG00000138614.13	a	g	60327.00	1.196	0.2316	++-
ENSG00000161896.9	a	g	60327.00	-0.018	0.9859	-+-
ENSG00000161202.16	a	g	60327.00	0.464	0.6424	+--
ENSG00000077044.8	a	g	60327.00	-1.227	0.22	+--
ENSG00000145041.14	a	g	60327.00	0.871	0.3838	-+-
ENSG00000182324.6	a	g	60327.00	0.223	0.8234	-+-
ENSG00000182048.10	a	g	60327.00	1.707	0.08788	-++
ENSG00000140105.16	a	g	60327.00	1.609	0.1077	+++
ENSG00000235420.7	a	g	60327.00	-2.124	0.03369	---
ENSG00000239823.2	a	g	60327.00	-3.609	0.0003078	---
ENSG00000062038.12	a	g	60327.00	-0.247	0.8052	++-
ENSG00000251985.1	a	g	60327.00	-0.764	0.4451	-+-
ENSG00000132522.14	a	g	60327.00	0.283	0.7769	++-
ENSG00000170290.3	a	g	60327.00	0.079	0.9366	-++
ENSG00000207154.1	a	g	60327.00	1.866	0.06205	+++
ENSG00000077943.7	a	g	60327.00	-0.995	0.3196	---
ENSG00000103544.13	a	g	60327.00	0.112	0.9109	-+-
ENSG00000171700.12	a	g	60327.00	0.193	0.8468	+--
ENSG00000223087.2	a	g	60327.00	1.747	0.0806	+++
ENSG00000212228.1	a	g	60327.00	-0.747	0.4552	---
ENSG00000122787.13	a	g	60327.00	-0.010	0.9918	--+
ENSG00000252479.1	a	g	60327.00	-0.190	0.8496	+-+
ENSG00000173093.11	a	g	60327.00	2.017	0.04372	+++
ENSG00000104852.13	a	g	60327.00	0.822	0.4109	-+-
ENSG00000138190.15	a	g	60327.00	-3.065	0.002178	---
ENSG00000252393.1	a	g	60327.00	0.768	0.4425	++-
ENSG00000116833.12	a	g	60327.00	0.213	0.8309	--+
ENSG00000103249.16	a	g	60327.00	0.312	0.7551	+-+
ENSG00000175087.8	a	g	60327.00	-0.123	0.9024	+--
ENSG00000223075.1	a	g	60327.00	-0.808	0.4193	--+
ENSG00000252963.1	a	g	60327.00	0.092	0.9268	++-
ENSG00000168685.13	a	g	60327.00	-2.461	0.01384	---
ENSG00000175699.11	a	g	60327.00	0.107	0.9145	+-+
ENSG00000255508.6	a	g	60327.00	-0.280	0.7792	--+
ENSG00000200152.1	a	g	60327.00	0.395	0.6928	-++
ENSG00000177519.3	a	g	60327.00	0.770	0.4413	++-
ENSG00000169116.10	a	g	60327.00	-0.840	0.4009	---
ENSG00000011600.10	a	g	60327.00	-0.273	0.7848	+-+
ENSG00000263969.2	a	g	60327.00	0.637	0.5241	--+
ENSG00000172382.8	a	g	60327.00	1.073	0.2832	+-+
ENSG00000011260.12	a	g	60327.00	0.467	0.6406	++-
ENSG00000200834.1	a	g	60327.00	0.429	0.6676	-++
ENSG00000179604.9	a	g	60327.00	0.647	0.5179	+-+
ENSG00000140280.12	a	g	60327.00	0.255	0.7984	+--
ENSG00000167702.10	a	g	60327.00	-0.821	0.4118	---
ENSG00000110777.10	a	g	60327.00	0.280	0.7796	+-+
ENSG00000177261.8	a	g	60327.00	1.182	0.2373	++-
ENSG00000116183.9	a	g	60327.00	-0.131	0.8955	-++
ENSG00000266173.4	a	g	60327.00	1.472	0.1411	+++
ENSG00000158816.14	a	g	60327.00	0.616	0.5378	-++
ENSG00000169855.18	a	g	60327.00	-0.773	0.4396	+--
ENSG00000164342.11	a	g	60327.00	0.333	0.739	-++
ENSG00000201358.1	a	g	60327.00	-0.765	0.4442	+--
ENSG00000212461.1	a	g	60327.00	0.603	0.5463	-++
ENSG00000120694.18	a	g	60327.00	-3.245	0.001173	---
ENSG00000131725.12	a	g	60327.00	-1.631	0.1029	---
ENSG00000071994.9	a	g	60327.00	1.474	0.1404	+++
ENSG00000271361.1	a	g	60327.00	1.284	0.1993	-++
ENSG00000183628.11	a	g	60327.00	0.444	0.6567	-+-
ENSG00000104872.9	a	g	60327.00	1.372	0.1701	+++
ENSG00000206560.9	a	g	60327.00	0.386	0.6997	++-
ENSG00000184357.4	a	g	60327.00	0.791	0.4287	+-+
ENSG00000222465.1	a	g	60327.00	1.552	0.1207	++-
ENSG00000132661.3	a	g	60327.00	-1.614	0.1066	--+
ENSG00000119682.15	a	g	60327.00	-1.347	0.1781	-+-
ENSG00000130876.10	a	g	60327.00	0.938	0.3482	+-+
ENSG00000172818.8	a	g	60327.00	0.497	0.6194	-++
ENSG00000244372.3	a	g	60327.00	0.121	0.904	++-
ENSG00000123130.15	a	g	60327.00	3.013	0.002585	+++
ENSG00000114383.8	a	g	60327.00	-0.389	0.6972	+--
ENSG00000035115.20	a	g	60327.00	0.329	0.7419	++-
ENSG00000124588.18	a	g	60327.00	3.106	0.001895	+++
ENSG00000023892.10	a	g	60327.00	1.588	0.1123	+++
ENSG00000201567.1	a	g	60327.00	-3.639	0.0002742	---
ENSG00000173868.10	a	g	60327.00	1.922	0.05458	+++
ENSG00000174004.5	a	g	60327.00	0.219	0.8265	+-+
ENSG00000128272.13	a	g	60327.00	2.491	0.01273	+++
ENSG00000101470.8	a	g	60327.00	2.248	0.02459	-++
ENSG00000105141.5	a	g	60327.00	1.290	0.1969	-+-
ENSG00000077147.13	a	g	60327.00	1.401	0.1611	+++
ENSG00000118514.12	a	g	60327.00	0.424	0.6712	+--
ENSG00000165264.9	a	g	60327.00	-2.208	0.02725	---
ENSG00000160299.15	a	g	60327.00	-0.689	0.4907	--+
ENSG00000171365.14	a	g	60327.00	-0.745	0.4562	--+
ENSG00000199515.1	a	g	60327.00	-1.054	0.2917	-+-
ENSG00000145808.7	a	g	60327.00	-0.295	0.768	+--
ENSG00000185031.6	a	g	60327.00	1.238	0.2157	+++
ENSG00000184005.10	a	g	60327.00	-0.602	0.547	+--
ENSG00000255501.1	a	g	60327.00	-0.625	0.5321	--+
ENSG00000157303.9	a	g	60327.00	1.752	0.07969	+++
ENSG00000139797.7	a	g	60327.00	0.370	0.7113	-+-
ENSG00000201315.1	a	g	60327.00	-0.613	0.5399	+--
ENSG00000166681.12	a	g	60327.00	-0.279	0.7803	-+-
ENSG00000222844.1	a	g	60327.00	0.594	0.5523	--+
ENSG00000163513.16	a	g	60327.00	0.128	0.8984	+--
ENSG00000135074.14	a	g	60327.00	-0.623	0.533	--+
ENSG00000137992.13	a	g	60327.00	0.196	0.8446	+--
ENSG00000163081.2	a	g	60327.00	1.569	0.1166	+-+
ENSG00000252087.1	a	g	60327.00	-0.742	0.4583	---
ENSG00000169105.7	a	g	60327.00	0.037	0.9707	-+-
ENSG00000101255.9	a	g	60327.00	0.941	0.3465	++-
ENSG00000164603.10	a	g	60327.00	1.874	0.06095	+++
ENSG00000182035.10	a	g	60327.00	1.384	0.1662	-++
ENSG00000122435.8	a	g	60327.00	-1.220	0.2225	--+
ENSG00000258890.5	a	g	60327.00	0.107	0.9145	--+
ENSG00000168496.3	a	g	60327.00	1.803	0.07135	+++
ENSG00000233558.1	a	g	60327.00	1.101	0.2709	+-+
ENSG00000130830.13	a	g	60327.00	-1.233	0.2174	+--
ENSG00000174130.11	a	g	60327.00	0.022	0.9821	-++
ENSG00000164256.8	a	g	40222.00	0.505	0.6136	+-?
ENSG00000149256.13	a	g	60327.00	-0.535	0.5929	+-+
ENSG00000141469.15	a	g	60327.00	0.587	0.5571	+-+
ENSG00000160882.10	a	g	60327.00	0.642	0.5212	+-+
ENSG00000279672.1	a	g	60327.00	-0.280	0.7793	-+-
ENSG00000007933.11	a	g	60327.00	-0.077	0.9386	++-
ENSG00000244280.1	a	g	60327.00	-0.296	0.7676	--+
ENSG00000181693.7	a	g	20118.00	-0.308	0.7584	?-?
ENSG00000212242.1	a	g	60327.00	-0.530	0.5962	---
ENSG00000100884.8	a	g	60327.00	-0.346	0.729	-+-
ENSG00000164972.11	a	g	60327.00	0.356	0.7216	-+-
ENSG00000140365.14	a	g	60327.00	0.356	0.7218	--+
ENSG00000019169.10	a	g	60327.00	0.618	0.5363	-++
ENSG00000090621.12	a	g	60327.00	0.676	0.4993	++-
ENSG00000184788.11	a	g	60327.00	0.538	0.5906	-++
ENSG00000130725.6	a	g	60327.00	1.610	0.1074	+++
ENSG00000109158.9	a	g	60327.00	0.734	0.4631	+-+
ENSG00000114993.14	a	g	60327.00	0.370	0.7113	-++
ENSG00000185359.11	a	g	60327.00	-1.633	0.1024	--+
