MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000100297.14	a	g	60327.00	0.043	0.9658	-++
ENSG00000214548.13	a	g	60327.00	-1.962	0.0498	---
ENSG00000075218.17	a	g	60327.00	-0.747	0.4553	--+
ENSG00000143450.13	a	g	60327.00	0.720	0.4712	+++
ENSG00000183571.9	a	g	60327.00	-1.508	0.1315	--+
ENSG00000251908.1	a	g	60327.00	-1.114	0.2655	---
ENSG00000114120.10	a	g	60327.00	1.686	0.09178	++-
ENSG00000161021.10	a	g	60327.00	-0.509	0.6107	+--
ENSG00000206013.2	a	g	60327.00	-0.139	0.8891	+-+
ENSG00000080822.15	a	g	60327.00	-1.120	0.2627	+--
ENSG00000174982.2	a	g	60327.00	0.559	0.5759	++-
ENSG00000135537.15	a	g	60327.00	-1.324	0.1857	--+
ENSG00000141026.5	a	g	60327.00	1.394	0.1633	+++
ENSG00000199361.1	a	g	60327.00	2.078	0.0377	++-
ENSG00000196437.9	a	g	60327.00	-2.658	0.007861	---
ENSG00000212289.1	a	g	60327.00	-0.518	0.6043	---
ENSG00000148019.11	a	g	60327.00	-0.238	0.8122	-+-
ENSG00000215845.9	a	g	60327.00	1.644	0.1001	+++
ENSG00000171617.12	a	g	60327.00	0.013	0.9895	+-+
ENSG00000204611.5	a	g	60327.00	-1.046	0.2954	+--
ENSG00000252117.1	a	g	60327.00	-0.130	0.8963	+--
ENSG00000123066.6	a	g	60327.00	1.274	0.2028	+++
ENSG00000187550.7	a	g	60327.00	0.410	0.6819	-++
ENSG00000168216.9	a	g	60327.00	-1.803	0.07146	---
ENSG00000153230.4	a	g	60327.00	1.508	0.1315	++-
ENSG00000133069.13	a	g	60327.00	0.081	0.9354	+--
ENSG00000114850.5	a	g	60327.00	0.807	0.4194	-++
ENSG00000140107.10	a	g	60327.00	0.722	0.4704	+++
ENSG00000196422.9	a	g	60327.00	-0.783	0.4336	--+
ENSG00000164400.5	a	g	60327.00	-0.161	0.8717	-+-
ENSG00000132965.8	a	g	60327.00	-1.981	0.04762	---
ENSG00000100997.17	a	g	60327.00	-1.570	0.1165	+--
ENSG00000163534.13	a	g	60327.00	1.114	0.2655	-++
ENSG00000244754.7	a	g	60327.00	-1.392	0.164	---
ENSG00000206695.1	a	g	60327.00	-0.611	0.5415	--+
ENSG00000179626.3	a	g	40222.00	0.662	0.5081	+-?
ENSG00000074054.16	a	g	60327.00	1.632	0.1027	+++
ENSG00000138663.7	a	g	60327.00	1.865	0.06222	+++
ENSG00000160339.14	a	g	60327.00	-0.741	0.4584	--+
ENSG00000222774.1	a	g	60327.00	0.417	0.6768	--+
ENSG00000159445.11	a	g	60327.00	1.179	0.2385	+-+
ENSG00000110318.12	a	g	60327.00	-0.310	0.7567	--+
ENSG00000127507.16	a	g	60327.00	1.493	0.1354	+-+
ENSG00000128283.6	a	g	60327.00	2.717	0.006593	+++
ENSG00000139180.9	a	g	60327.00	1.386	0.1659	+++
ENSG00000235444.2	a	g	60327.00	-0.836	0.4031	---
ENSG00000151224.11	a	g	60327.00	0.263	0.7924	+-+
ENSG00000167178.14	a	g	60327.00	-1.997	0.04579	--+
ENSG00000269693.1	a	g	60327.00	0.780	0.4354	-++
ENSG00000167261.12	a	g	60327.00	-1.465	0.143	-+-
ENSG00000241757.3	a	g	60327.00	-0.843	0.3992	+--
ENSG00000141510.14	a	g	60327.00	1.712	0.08689	+++
ENSG00000172789.3	a	g	60327.00	-0.688	0.4913	---
ENSG00000112996.8	a	g	60327.00	-1.653	0.09832	---
ENSG00000118482.10	a	g	60327.00	-0.804	0.4214	---
ENSG00000130385.5	a	g	60327.00	-1.701	0.08903	---
ENSG00000159111.11	a	g	60327.00	-1.487	0.1369	---
ENSG00000167977.7	a	g	60327.00	0.480	0.6313	+-+
ENSG00000207210.1	a	g	60327.00	-0.485	0.6276	--+
ENSG00000101452.13	a	g	60327.00	1.346	0.1783	++-
ENSG00000115761.14	a	g	60327.00	1.490	0.1362	++-
ENSG00000151532.12	a	g	60327.00	-1.835	0.06647	---
ENSG00000112144.14	a	g	60327.00	1.807	0.07079	+++
ENSG00000185477.4	a	g	60327.00	-3.368	0.0007573	---
ENSG00000196578.4	a	g	40222.00	-1.047	0.2949	--?
ENSG00000199370.2	a	g	60327.00	0.833	0.4046	-++
ENSG00000131943.16	a	g	60327.00	2.014	0.04405	+++
ENSG00000119686.8	a	g	60327.00	-3.400	0.0006726	---
ENSG00000176605.6	a	g	60327.00	-0.142	0.8868	++-
ENSG00000121904.16	a	g	60327.00	-0.413	0.6795	--+
ENSG00000139572.3	a	g	60327.00	-1.027	0.3045	+--
ENSG00000201618.1	a	g	60327.00	-0.783	0.4334	---
ENSG00000134398.11	a	g	60327.00	-1.124	0.2612	-+-
ENSG00000068697.6	a	g	60327.00	-0.560	0.5754	+--
ENSG00000135677.9	a	g	60327.00	-3.512	0.0004454	---
ENSG00000170892.9	a	g	60327.00	-1.072	0.2836	--+
ENSG00000202310.1	a	g	60327.00	0.381	0.7033	++-
ENSG00000169679.13	a	g	60327.00	0.553	0.5801	+-+
ENSG00000049249.7	a	g	60327.00	0.476	0.6341	+-+
ENSG00000233259.4	a	g	60327.00	0.949	0.3424	+++
ENSG00000186977.2	a	g	60327.00	-0.324	0.7462	--+
ENSG00000162298.15	a	g	60327.00	2.287	0.02221	+++
ENSG00000151065.12	a	g	60327.00	0.364	0.7162	-++
ENSG00000146858.7	a	g	60327.00	-0.308	0.7581	-+-
ENSG00000196266.4	a	g	60327.00	0.020	0.9839	-+-
ENSG00000183624.12	a	g	60327.00	-1.174	0.2405	--+
ENSG00000130038.8	a	g	60327.00	1.301	0.1932	-++
ENSG00000138615.5	a	g	60327.00	-2.328	0.01991	---
ENSG00000166860.2	a	g	60327.00	1.990	0.04658	+++
ENSG00000173535.12	a	g	60327.00	-2.576	0.01001	---
ENSG00000104524.12	a	g	60327.00	0.343	0.7317	-++
ENSG00000043462.10	a	g	60327.00	4.000	6.326e-05	+++
ENSG00000176438.11	a	g	60327.00	0.430	0.6671	-++
ENSG00000181418.7	a	g	60327.00	-0.454	0.6495	---
ENSG00000200304.1	a	g	60327.00	0.133	0.8941	+--
ENSG00000204091.6	a	g	60327.00	-0.487	0.6262	+--
ENSG00000185633.9	a	g	60327.00	1.080	0.2801	+++
ENSG00000136856.16	a	g	60327.00	-1.815	0.06952	---
ENSG00000100865.13	a	g	60327.00	0.259	0.7954	++-
ENSG00000152760.8	a	g	60327.00	-0.425	0.6711	-++
ENSG00000164252.11	a	g	60327.00	0.017	0.9862	--+
ENSG00000005100.11	a	g	60327.00	-1.593	0.1111	---
ENSG00000184599.12	a	g	60327.00	0.873	0.3829	+-+
ENSG00000275126.1	a	g	60327.00	-1.271	0.2039	---
ENSG00000185010.12	a	g	60327.00	-0.244	0.807	+--
ENSG00000158428.3	a	g	60327.00	-1.676	0.09373	---
ENSG00000136052.8	a	g	60327.00	2.318	0.02046	+++
ENSG00000165125.16	a	g	60327.00	0.711	0.4771	-++
ENSG00000076344.14	a	g	60327.00	-0.998	0.3181	---
ENSG00000168758.9	a	g	60327.00	-1.496	0.1347	---
ENSG00000241175.3	a	g	60327.00	1.038	0.2994	+++
ENSG00000275878.1	a	g	60327.00	0.577	0.5637	+++
ENSG00000140688.15	a	g	60327.00	-0.402	0.688	+--
ENSG00000105472.11	a	g	60327.00	0.613	0.5397	-++
ENSG00000183470.8	a	g	60327.00	0.176	0.86	++-
ENSG00000144029.10	a	g	60327.00	1.756	0.07911	-++
ENSG00000169087.9	a	g	60327.00	0.341	0.7332	+--
ENSG00000104497.12	a	g	60327.00	-0.304	0.7613	+--
ENSG00000131238.15	a	g	60327.00	-1.397	0.1623	---
ENSG00000143257.10	a	g	60327.00	0.937	0.3487	+--
ENSG00000197956.8	a	g	60327.00	-0.065	0.9485	-++
ENSG00000177459.9	a	g	60327.00	-0.714	0.4751	---
ENSG00000158571.9	a	g	60327.00	-1.886	0.05924	---
ENSG00000199122.2	a	g	60327.00	0.442	0.6586	+-+
ENSG00000255262.3	a	g	60327.00	-0.921	0.3571	--+
ENSG00000223152.1	a	g	60327.00	-0.164	0.8699	-+-
ENSG00000168502.16	a	g	60327.00	-0.477	0.6332	--+
ENSG00000104490.16	a	g	60327.00	1.192	0.2332	+++
ENSG00000120875.7	a	g	60327.00	0.495	0.6208	+-+
ENSG00000137269.13	a	g	60327.00	0.322	0.7476	-+-
ENSG00000168246.5	a	g	60327.00	-0.776	0.4375	---
ENSG00000179477.8	a	g	60327.00	-0.779	0.4362	---
ENSG00000105088.7	a	g	60327.00	0.620	0.5353	+++
ENSG00000171603.15	a	g	60327.00	-1.345	0.1786	---
ENSG00000183929.7	a	g	60327.00	-0.540	0.5893	-++
ENSG00000242688.3	a	g	60327.00	-0.054	0.9569	-++
ENSG00000137070.16	a	g	60327.00	1.282	0.2	+++
ENSG00000156925.10	a	g	60327.00	-0.049	0.9611	-++
ENSG00000189120.4	a	g	60327.00	-0.207	0.8362	+-+
ENSG00000153767.8	a	g	60327.00	-0.673	0.5008	+--
ENSG00000198851.8	a	g	60327.00	-0.072	0.9423	++-
ENSG00000169919.15	a	g	60327.00	-0.853	0.3936	-+-
ENSG00000100473.14	a	g	60327.00	0.582	0.5606	+-+
ENSG00000199483.1	a	g	40209.00	-0.072	0.9424	+?-
ENSG00000130751.8	a	g	60327.00	-1.391	0.1643	---
ENSG00000137880.5	a	g	60327.00	2.464	0.01376	+++
ENSG00000163510.12	a	g	60327.00	0.793	0.4276	+--
ENSG00000162073.12	a	g	60327.00	-2.204	0.02749	---
ENSG00000151364.14	a	g	60327.00	-0.378	0.7056	-+-
ENSG00000103051.17	a	g	60327.00	-3.480	0.0005022	---
ENSG00000131747.13	a	g	60327.00	0.195	0.8452	-++
ENSG00000131055.4	a	g	60327.00	0.432	0.6654	++-
ENSG00000125835.16	a	g	60327.00	1.367	0.1717	+++
ENSG00000184155.8	a	g	20105.00	1.526	0.127	??+
ENSG00000105697.6	a	g	60327.00	0.614	0.539	+--
ENSG00000116198.11	a	g	60327.00	-0.294	0.7686	+-+
ENSG00000138614.13	a	g	60327.00	2.073	0.03821	+++
ENSG00000161896.9	a	g	60327.00	-0.278	0.781	--+
ENSG00000161202.16	a	g	60327.00	-0.569	0.5694	+--
ENSG00000077044.8	a	g	60327.00	1.914	0.05557	+++
ENSG00000145041.14	a	g	60327.00	2.157	0.03104	+++
ENSG00000182324.6	a	g	60327.00	0.749	0.4537	++-
ENSG00000182048.10	a	g	60327.00	0.663	0.507	-++
ENSG00000140105.16	a	g	60327.00	2.925	0.003444	+++
ENSG00000235420.7	a	g	60327.00	1.121	0.2621	+++
ENSG00000239823.2	a	g	60327.00	-3.368	0.000756	---
ENSG00000062038.12	a	g	60327.00	-1.268	0.2047	---
ENSG00000251985.1	a	g	60327.00	-0.791	0.4292	-+-
ENSG00000132522.14	a	g	60327.00	-0.554	0.5797	+--
ENSG00000170290.3	a	g	60327.00	-0.020	0.9843	++-
ENSG00000207154.1	a	g	60327.00	0.766	0.4434	++-
ENSG00000077943.7	a	g	60327.00	-0.507	0.6125	--+
ENSG00000103544.13	a	g	60327.00	-0.998	0.3183	-+-
ENSG00000171700.12	a	g	60327.00	-0.922	0.3566	---
ENSG00000223087.2	a	g	60327.00	-0.615	0.5385	--+
ENSG00000212228.1	a	g	60327.00	-0.849	0.396	+-+
ENSG00000122787.13	a	g	60327.00	2.086	0.037	-++
ENSG00000252479.1	a	g	60327.00	0.662	0.5079	++-
ENSG00000173093.11	a	g	60327.00	1.004	0.3155	-++
ENSG00000104852.13	a	g	60327.00	-1.979	0.04786	--+
ENSG00000138190.15	a	g	60327.00	0.367	0.7138	+++
ENSG00000252393.1	a	g	60327.00	0.698	0.4855	-++
ENSG00000116833.12	a	g	60327.00	1.308	0.191	-++
ENSG00000103249.16	a	g	60327.00	0.451	0.6517	+-+
ENSG00000175087.8	a	g	60327.00	0.914	0.3606	+-+
ENSG00000223075.1	a	g	60327.00	-0.862	0.3889	---
ENSG00000252963.1	a	g	60327.00	1.056	0.2909	+++
ENSG00000168685.13	a	g	60327.00	0.101	0.9195	-+-
ENSG00000175699.11	a	g	60327.00	0.170	0.8647	+-+
ENSG00000255508.6	a	g	60327.00	-1.275	0.2023	---
ENSG00000200152.1	a	g	60327.00	-0.125	0.9006	-++
ENSG00000169116.10	a	g	60327.00	-2.192	0.0284	---
ENSG00000177519.3	a	g	60327.00	-0.415	0.6781	--+
ENSG00000011600.10	a	g	60327.00	-2.881	0.003965	---
ENSG00000263969.2	a	g	60327.00	1.372	0.1701	+-+
ENSG00000172382.8	a	g	60327.00	-0.344	0.731	+--
ENSG00000011260.12	a	g	60327.00	1.615	0.1064	+-+
ENSG00000200834.1	a	g	60327.00	-1.201	0.2298	---
ENSG00000179604.9	a	g	60327.00	1.200	0.2301	+++
ENSG00000140280.12	a	g	60327.00	-0.514	0.607	-+-
ENSG00000167702.10	a	g	60327.00	-2.198	0.02794	---
ENSG00000110777.10	a	g	60327.00	-0.028	0.9781	++-
ENSG00000266173.4	a	g	60327.00	0.941	0.3469	++-
ENSG00000116183.9	a	g	60327.00	0.681	0.4958	-+-
ENSG00000177261.8	a	g	60327.00	0.963	0.3354	+++
ENSG00000158816.14	a	g	60327.00	-0.163	0.8705	-+-
ENSG00000169855.18	a	g	60327.00	-2.020	0.04341	-+-
ENSG00000164342.11	a	g	60327.00	2.820	0.004806	+++
ENSG00000201358.1	a	g	60327.00	0.307	0.7591	+-+
ENSG00000206560.9	a	g	60327.00	-0.842	0.3996	--+
ENSG00000120694.18	a	g	60327.00	-2.473	0.0134	---
ENSG00000131725.12	a	g	60327.00	-1.145	0.2521	-+-
ENSG00000071994.9	a	g	60327.00	-1.526	0.127	---
ENSG00000104872.9	a	g	60327.00	0.033	0.9739	++-
ENSG00000271361.1	a	g	60327.00	-0.461	0.6446	--+
ENSG00000183628.11	a	g	60327.00	-0.602	0.547	---
ENSG00000212461.1	a	g	60327.00	1.870	0.06151	+++
ENSG00000184357.4	a	g	60327.00	-2.273	0.02303	---
ENSG00000172818.8	a	g	60327.00	-0.552	0.5808	-+-
ENSG00000119682.15	a	g	60327.00	-1.568	0.1169	---
ENSG00000132661.3	a	g	60327.00	0.249	0.803	+-+
ENSG00000130876.10	a	g	60327.00	0.647	0.5174	+-+
ENSG00000222465.1	a	g	60327.00	-0.847	0.3972	+--
ENSG00000244372.3	a	g	60327.00	-0.310	0.7566	+-+
ENSG00000123130.15	a	g	60327.00	-0.378	0.7053	---
ENSG00000114383.8	a	g	60327.00	1.224	0.2211	+++
ENSG00000035115.20	a	g	60327.00	0.079	0.9369	+-+
ENSG00000124588.18	a	g	60327.00	0.684	0.4942	++-
ENSG00000023892.10	a	g	60327.00	-1.085	0.2779	--+
ENSG00000145808.7	a	g	60327.00	-0.120	0.9048	-+-
ENSG00000173868.10	a	g	60327.00	2.107	0.03512	+++
ENSG00000101470.8	a	g	60327.00	-0.106	0.9152	-++
ENSG00000128272.13	a	g	60327.00	1.867	0.06195	+++
ENSG00000201567.1	a	g	60327.00	-0.037	0.9706	--+
ENSG00000105141.5	a	g	60327.00	2.044	0.04097	+++
ENSG00000165264.9	a	g	60327.00	-1.542	0.123	-+-
ENSG00000171365.14	a	g	60327.00	-2.086	0.03699	---
ENSG00000118514.12	a	g	60327.00	-1.016	0.3099	+--
ENSG00000160299.15	a	g	60327.00	1.344	0.179	+-+
ENSG00000199515.1	a	g	60327.00	-0.223	0.8233	-+-
ENSG00000077147.13	a	g	60327.00	0.110	0.9128	-+-
ENSG00000174004.5	a	g	60327.00	-2.200	0.0278	+--
ENSG00000185031.6	a	g	60327.00	0.746	0.4555	+-+
ENSG00000184005.10	a	g	60327.00	0.005	0.9959	+--
ENSG00000255501.1	a	g	60327.00	-0.726	0.4677	-+-
ENSG00000157303.9	a	g	60327.00	-2.235	0.02542	---
ENSG00000166681.12	a	g	60327.00	-0.623	0.533	-+-
ENSG00000139797.7	a	g	60327.00	-0.824	0.4102	--+
ENSG00000222844.1	a	g	60327.00	-1.290	0.1972	---
ENSG00000201315.1	a	g	60327.00	-0.124	0.9012	+-+
ENSG00000163513.16	a	g	60327.00	-2.991	0.002779	---
ENSG00000135074.14	a	g	60327.00	0.895	0.3709	+-+
ENSG00000137992.13	a	g	60327.00	1.658	0.0973	+++
ENSG00000163081.2	a	g	60327.00	-1.403	0.1606	--+
ENSG00000252087.1	a	g	60327.00	-0.586	0.558	-+-
ENSG00000169105.7	a	g	60327.00	-0.186	0.8523	++-
ENSG00000101255.9	a	g	60327.00	4.079	4.52e-05	+++
ENSG00000182035.10	a	g	60327.00	0.304	0.7611	-++
ENSG00000164603.10	a	g	60327.00	0.211	0.8329	-++
ENSG00000122435.8	a	g	60327.00	1.523	0.1278	-++
ENSG00000258890.5	a	g	60327.00	0.958	0.3379	-++
ENSG00000168496.3	a	g	60327.00	0.893	0.3718	+++
ENSG00000233558.1	a	g	60327.00	0.121	0.9036	-++
ENSG00000130830.13	a	g	60327.00	1.431	0.1524	+++
ENSG00000174130.11	a	g	60327.00	-0.238	0.8122	++-
ENSG00000149256.13	a	g	60327.00	-1.729	0.08379	---
ENSG00000160882.10	a	g	60327.00	0.156	0.8761	++-
ENSG00000164256.8	a	g	40222.00	0.295	0.768	-+?
ENSG00000141469.15	a	g	60327.00	0.816	0.4143	++-
ENSG00000279672.1	a	g	60327.00	0.042	0.9668	-++
ENSG00000007933.11	a	g	60327.00	0.074	0.941	++-
ENSG00000244280.1	a	g	60327.00	-0.615	0.5383	-+-
ENSG00000181693.7	a	g	20118.00	0.023	0.9819	?+?
ENSG00000212242.1	a	g	60327.00	-1.477	0.1397	---
ENSG00000100884.8	a	g	60327.00	1.311	0.1898	+++
ENSG00000164972.11	a	g	60327.00	1.085	0.2781	++-
ENSG00000140365.14	a	g	60327.00	1.387	0.1654	+++
ENSG00000090621.12	a	g	60327.00	-2.723	0.006463	---
ENSG00000184788.11	a	g	60327.00	0.380	0.7038	+-+
ENSG00000019169.10	a	g	60327.00	-1.228	0.2195	---
ENSG00000130725.6	a	g	60327.00	-0.727	0.4674	--+
ENSG00000109158.9	a	g	60327.00	-0.772	0.4401	-+-
ENSG00000114993.14	a	g	60327.00	-0.700	0.4838	--+
ENSG00000185359.11	a	g	60327.00	-0.848	0.3964	---
ENSG00000116133.10	a	g	60327.00	-2.895	0.003789	---
ENSG00000171793.12	a	g	60327.00	0.961	0.3365	-++
ENSG00000132182.10	a	g	60327.00	2.141	0.03224	+++
ENSG00000054793.12	a	g	60327.00	0.612	0.5406	-++
ENSG00000100056.10	a	g	60327.00	-0.418	0.6762	---
ENSG00000227304.3	a	g	60327.00	1.127	0.26	+++
ENSG00000133818.11	a	g	60327.00	0.089	0.9294	+-+
ENSG00000141497.12	a	g	60327.00	-0.689	0.4911	--+
ENSG00000163501.6	a	g	60327.00	-0.662	0.5081	--+
ENSG00000112796.8	a	g	40222.00	0.648	0.5171	++?
ENSG00000196453.7	a	g	60327.00	-0.222	0.8245	-+-
ENSG00000183570.15	a	g	60327.00	0.681	0.4956	--+
ENSG00000061676.13	a	g	20105.00	0.425	0.6707	??+
ENSG00000136319.10	a	g	60327.00	0.623	0.533	++-
ENSG00000176343.5	a	g	60327.00	1.369	0.1709	+-+
ENSG00000043514.14	a	g	60327.00	0.077	0.9388	--+
ENSG00000207180.1	a	g	60327.00	0.607	0.544	+--
ENSG00000175711.7	a	g	60327.00	-1.788	0.0737	--+
ENSG00000120526.9	a	g	60327.00	1.371	0.1702	+++
ENSG00000167371.15	a	g	60327.00	-0.884	0.3767	-+-
ENSG00000243232.4	a	g	60327.00	-0.140	0.8889	--+
ENSG00000269176.2	a	g	60327.00	-1.241	0.2146	+--
ENSG00000163482.10	a	g	60327.00	-1.097	0.2726	---
ENSG00000227308.2	a	g	60327.00	0.749	0.4536	+--
ENSG00000196605.6	a	g	60327.00	0.956	0.3391	-++
ENSG00000065970.7	a	g	60327.00	1.494	0.1351	+++
ENSG00000188846.12	a	g	60327.00	0.311	0.7555	-++
ENSG00000118705.15	a	g	60327.00	1.152	0.2495	-++
ENSG00000168522.11	a	g	60327.00	-0.284	0.776	+--
ENSG00000115993.10	a	g	60327.00	-0.317	0.7512	---
ENSG00000225530.1	a	g	60327.00	1.170	0.2419	+++
ENSG00000200852.1	a	g	60327.00	-1.751	0.08003	---
ENSG00000069020.17	a	g	60327.00	0.992	0.3212	+++
ENSG00000252083.1	a	g	60327.00	1.027	0.3045	-++
ENSG00000070808.14	a	g	60327.00	1.297	0.1948	+++
ENSG00000117410.12	a	g	60327.00	-0.593	0.5532	+--
ENSG00000240849.9	a	g	60327.00	1.670	0.09493	+++
ENSG00000184160.7	a	g	60327.00	0.038	0.97	--+
ENSG00000197056.8	a	g	60327.00	-0.009	0.9925	-+-
ENSG00000214063.9	a	g	60327.00	-0.834	0.4043	--+
ENSG00000188636.3	a	g	60327.00	2.306	0.02114	+++
ENSG00000206129.3	a	g	60327.00	-1.768	0.07699	---
ENSG00000200922.1	a	g	60327.00	0.750	0.4531	-++
ENSG00000072501.16	a	g	60327.00	-13.841	1.442e-43	---
ENSG00000163792.6	a	g	60327.00	0.514	0.6072	+-+
ENSG00000152207.6	a	g	60327.00	-3.171	0.001519	---
ENSG00000172201.9	a	g	60327.00	1.231	0.2184	-++
ENSG00000151247.11	a	g	60327.00	-0.322	0.7476	+--
ENSG00000081237.17	a	g	60327.00	0.528	0.5972	+-+
ENSG00000104388.13	a	g	60327.00	0.652	0.5143	+-+
ENSG00000186143.9	a	g	60327.00	0.137	0.8911	+-+
ENSG00000118972.1	a	g	60327.00	-0.095	0.9241	+--
ENSG00000182220.12	a	g	60327.00	2.003	0.04521	+++
ENSG00000167528.11	a	g	60327.00	0.028	0.9777	+-+
ENSG00000226777.6	a	g	60327.00	-0.168	0.8668	--+
ENSG00000185222.7	a	g	40223.00	-1.242	0.2143	?--
ENSG00000170088.12	a	g	60327.00	0.930	0.3526	++-
ENSG00000104419.13	a	g	60327.00	1.123	0.2613	+++
ENSG00000187231.12	a	g	60327.00	-0.279	0.7806	--+
ENSG00000244091.1	a	g	60327.00	-0.282	0.778	+-+
ENSG00000150477.13	a	g	60327.00	0.765	0.4444	++-
ENSG00000188729.5	a	g	40209.00	-0.564	0.5726	-?-
ENSG00000111262.4	a	g	60327.00	-0.275	0.7836	-++
ENSG00000100325.13	a	g	60327.00	0.482	0.6299	-++
ENSG00000163697.15	a	g	60327.00	1.149	0.2505	++-
ENSG00000202058.1	a	g	60327.00	0.360	0.719	+-+
ENSG00000124249.6	a	g	60327.00	2.993	0.002762	+++
ENSG00000123870.10	a	g	60327.00	-0.603	0.5464	+-+
ENSG00000164270.16	a	g	60327.00	1.533	0.1253	-++
ENSG00000163734.4	a	g	60327.00	-1.298	0.1942	+--
ENSG00000100027.13	a	g	60327.00	2.414	0.01577	+++
ENSG00000139515.5	a	g	60327.00	1.530	0.126	+++
ENSG00000064545.13	a	g	60327.00	0.872	0.3832	+--
ENSG00000138131.3	a	g	60327.00	0.798	0.4246	+-+
ENSG00000028310.16	a	g	60327.00	-0.286	0.7752	-+-
ENSG00000207094.1	a	g	60327.00	2.333	0.01963	+++
ENSG00000170369.3	a	g	60327.00	2.412	0.01588	+++
ENSG00000183287.12	a	g	60327.00	-0.219	0.8263	-++
ENSG00000215021.7	a	g	60327.00	1.450	0.1471	++-
ENSG00000260903.2	a	g	60327.00	-0.981	0.3264	---
ENSG00000181333.11	a	g	60327.00	0.683	0.4944	-++
ENSG00000077800.10	a	g	60327.00	0.313	0.7545	-+-
ENSG00000136535.13	a	g	60327.00	1.038	0.2994	-++
ENSG00000103642.10	a	g	60327.00	0.996	0.3193	+++
ENSG00000198691.10	a	g	60327.00	-1.301	0.1933	---
ENSG00000105429.11	a	g	60327.00	0.740	0.4594	+++
ENSG00000049245.11	a	g	60327.00	1.934	0.05316	+++
ENSG00000227802.1	a	g	60327.00	-1.830	0.0672	---
ENSG00000267156.1	a	g	20118.00	0.549	0.5829	?+?
ENSG00000109787.11	a	g	60327.00	-0.681	0.4956	-++
ENSG00000101251.10	a	g	60327.00	-0.741	0.4589	---
ENSG00000175455.13	a	g	60327.00	1.299	0.1941	+-+
ENSG00000141446.9	a	g	60327.00	-0.127	0.899	+-+
ENSG00000164162.11	a	g	60327.00	2.077	0.03778	+++
ENSG00000111218.10	a	g	60327.00	0.141	0.8877	+--
ENSG00000203795.2	a	g	60327.00	0.572	0.5675	-+-
ENSG00000203943.7	a	g	20105.00	0.208	0.8349	??+
ENSG00000159210.8	a	g	60327.00	-0.200	0.8411	-+-
ENSG00000118412.11	a	g	60327.00	-0.585	0.5582	---
ENSG00000224652.1	a	g	60327.00	0.492	0.6227	++-
ENSG00000144401.13	a	g	60327.00	-2.941	0.003273	---
ENSG00000105929.14	a	g	60327.00	-0.124	0.9015	-++
ENSG00000127946.15	a	g	60327.00	0.922	0.3564	-++
ENSG00000127586.15	a	g	60327.00	2.394	0.01668	+++
ENSG00000162076.11	a	g	60327.00	-1.215	0.2243	+--
ENSG00000171680.19	a	g	60327.00	-0.571	0.5681	-++
ENSG00000258597.2	a	g	60327.00	-0.016	0.9874	+-+
ENSG00000112290.11	a	g	60327.00	-2.710	0.006734	---
ENSG00000181458.9	a	g	60327.00	-1.506	0.1321	---
ENSG00000251359.4	a	g	60327.00	-0.485	0.628	--+
ENSG00000176754.11	a	g	60327.00	0.492	0.6224	++-
ENSG00000188822.7	a	g	60327.00	-0.560	0.5753	+--
ENSG00000196597.10	a	g	60327.00	-2.266	0.02346	---
ENSG00000200431.1	a	g	60327.00	-1.700	0.08906	---
ENSG00000132470.12	a	g	60327.00	0.347	0.7283	--+
ENSG00000166889.13	a	g	60327.00	0.122	0.9029	-+-
ENSG00000149635.2	a	g	60327.00	-0.233	0.8159	+--
ENSG00000123179.12	a	g	60327.00	-0.749	0.4541	--+
ENSG00000272636.3	a	g	60327.00	-0.141	0.8878	+-+
ENSG00000165724.5	a	g	60327.00	1.005	0.3147	-++
ENSG00000244045.9	a	g	60327.00	2.305	0.02114	+++
ENSG00000185420.17	a	g	60327.00	1.263	0.2066	+++
ENSG00000100425.17	a	g	60327.00	1.533	0.1252	+++
ENSG00000277775.1	a	g	60327.00	0.046	0.9632	+--
ENSG00000185742.6	a	g	60327.00	0.807	0.4196	+-+
ENSG00000110400.9	a	g	60327.00	-0.629	0.5297	---
ENSG00000137207.10	a	g	60327.00	-2.369	0.01784	---
ENSG00000155744.8	a	g	60327.00	-0.742	0.458	+--
ENSG00000199700.1	a	g	60327.00	0.949	0.3425	-++
ENSG00000116703.13	a	g	40209.00	0.232	0.8167	-?+
ENSG00000183605.15	a	g	60327.00	2.277	0.02281	++-
ENSG00000140470.12	a	g	60327.00	1.180	0.2381	-++
ENSG00000090615.11	a	g	60327.00	-1.081	0.2797	---
ENSG00000148680.14	a	g	60327.00	-1.879	0.06019	---
ENSG00000200394.1	a	g	60327.00	1.556	0.1196	+++
ENSG00000060138.11	a	g	60327.00	0.622	0.5338	-++
ENSG00000153113.22	a	g	60327.00	0.483	0.6293	++-
ENSG00000100403.11	a	g	60327.00	1.094	0.2738	+++
ENSG00000173442.10	a	g	60327.00	-3.287	0.001011	---
ENSG00000168356.10	a	g	60327.00	1.292	0.1963	++-
ENSG00000279843.1	a	g	60327.00	0.076	0.939	--+
ENSG00000148730.6	a	g	60327.00	-1.738	0.08213	--+
ENSG00000101109.10	a	g	60327.00	0.192	0.8477	+--
ENSG00000179840.5	a	g	60327.00	0.193	0.847	-++
ENSG00000105186.13	a	g	60327.00	-0.871	0.3836	+--
ENSG00000233686.3	a	g	60327.00	0.420	0.6746	++-
