probe_id	probeset_id
1004315	8072268
1004316	7963411
1004337	8118321
1004343	8052323
1004354	8071672
1004369	8068140
1004377	8145330
1004399	7921225
1004408	8093153
1004409	8021479
1004439	8152641
1004450	8025413
1004479	8148931
1004481	8045138
1004487	8090491
1004521	7927973
1004526	7993178
1004536	7902849
1004571	8156845
1004578	8138501
1004598	8151599
1004603	8068153
1004612	7902768
1004621	8044209
1004706	8043668
1004717	8037029
1004739	7936924
1004748	8136982
1004749	8108207
1004758	7925664
1004762	8053723
1004785	7951342
1004789	7927079
1004792	7987776
1004818	8136093
1004823	8169351
1004859	8063527
1004881	8172657
1004883	8116663
1004894	7929041
1004896	8148641
1004903	8122278
1004912	8051587
1004959	7904449
1004967	7957698
1004976	8115038
1004985	7959776
1005001	7983931
1005012	7955360
1005013	8052937
1005018	8117728
1005048	7934296
1005078	8175707
1005078	8175709
1005080	8022405
1005086	8136838
1005108	8074090
1005111	8133224
1005113	7953883
1005128	7959217
1005141	8030679
1005164	8045562
1005174	8116569
1005183	8037297
1005188	8010341
1005211	7959584
1005231	7946000
1005241	8092893
1005256	7995466
1005290	8149620
1005294	7937011
1005311	8099185
1005316	8153472
1005340	8127207
1005344	7986247
1005347	8032233
100536	8025831
1005381	7942584
1005391	8151651
1005396	8021978
1005410	8111266
1005428	8100736
1005437	7942815
1005446	8075858
1005456	8117325
1005464	7898277
1005465	7905743
1005468	8103905
100548	7950691
1005488	7952391
1005495	8151671
1005501	8146432
1005522	8148326
1005543	8043622
1005559	8167477
1005570	8159681
1005597	8076707
1005621	7978691
1005656	8045164
1005670	7950083
1005674	7904954
1005682	7902198
1005685	7911272
100570	8026340
1005704	8096410
1005732	8017842
1005741	8117891
1005760	7920758
1005761	7942831
1005788	7993166
1005797	8113100
1005812	7997320
1005887	8092400
1005910	8064395
1005995	8150878
1006000	8061145
1006002	7925249
1006018	7934949
1006033	8088910
1006081	8124336
1006121	8045138
1006131	7950443
1006132	8045013
1006138	8155723
1006150	8032913
1006163	8092749
1006199	7945927
1006217	8100965
1006251	7946178
1006263	8157462
100628	7944263
1006285	8059015
1006286	7953244
1006289	8048380
1006304	7961917
1006366	8160883
1006387	8049604
1006397	8033415
1006406	8053186
1006424	7901968
1006461	8073961
1006466	8062121
1006496	8124333
1006507	7959908
1006545	8045006
1006563	7899001
1006568	8168556
1006596	8076514
1006599	8071505
1006676	7950143
1006686	7973839
1006690	7945741
1006704	8073717
1006734	7950083
1006824	7947246
1006872	8021167
1006900	8029287
1006911	8020576
1006913	8153447
1006929	8124907
1006929	8178495
1006934	8056701
1006937	7934389
1006968	8130663
100699	8041762
1007003	7904017
1007008	8122817
100701	7941168
1007024	7896935
1007052	7961364
1007057	7901432
1007062	7898010
1007062	7898017
1007062	7898045
1007062	7912549
1007062	7912557
1007062	7912571
1007062	7912577
1007062	7912584
1007065	7942950
1007085	7972238
1007089	7978896
1007102	7963769
1007122	8123885
1007142	8118558
1007147	7995817
1007172	8122175
1007173	8156244
1007182	8045149
1007182	8055286
100720	8086476
1007215	8010081
1007235	7901692
100727	8117090
1007286	7897983
1007286	7912597
1007286	7912612
1007289	7966228
100730	7971997
1007323	7997924
1007329	8081656
1007335	8075900
1007342	7915467
100738	7911682
10074	8040298
1007400	7944338
1007406	8065419
1007411	7984483
1007415	8140143
1007422	8070850
1007437	7898259
1007457	8071664
1007466	8018240
1007479	8138546
1007480	8152216
1007485	8040466
1007508	8036706
1007520	8088370
100756	8002138
1007583	8137267
1007589	7927504
1007596	7906161
1007643	7980125
1007644	8010670
1007665	8124638
1007697	8088419
1007708	8168695
1007718	8060062
100772	8110193
1007723	7905394
1007726	7969880
1007728	7923979
1007743	7998541
1007747	8027378
1007753	8154457
1007757	7901368
1007763	8084401
1007774	8024996
1007775	8144684
1007784	8058858
1007798	8016173
1007810	8033604
1007813	8145230
1007820	8146481
1007830	7963818
1007840	8048884
1007871	8061185
1007888	8134822
1007942	8066995
1007948	8144290
1007948	8144316
1007954	8130398
1008010	7982847
1008023	8042438
1008033	8092722
1008047	8040631
1008071	8109087
1008091	8162732
1008110	7926075
1008116	8121254
1008121	7913860
1008142	8029055
1008145	8026636
1008179	7901950
1008204	8160623
1008282	8169267
1008293	8164695
1008301	8051988
1008305	8010081
100835	8054394
1008369	8156252
1008370	8137933
1008384	8013772
1008385	8037656
1008386	8024484
1008387	8036049
100840	8016413
1008423	8082239
1008452	8135863
1008457	8030559
1008475	7961023
1008476	7942686
1008479	7919188
1008486	8005639
1008527	8151936
1008530	8103243
1008532	8167039
1008536	8054033
1008539	7936975
1008553	8006628
1008602	8021046
1008632	7977656
1008638	8004937
1008640	7904024
100865	8073942
1008652	8001175
100868	7956940
100868	8112730
1008681	7991843
1008682	8118072
1008682	8177934
1008682	8179226
1008687	7924070
1008696	8030387
1008705	8127693
1008708	8015530
1008711	8154129
1008716	8033839
1008719	8001462
1008731	7913908
1008756	8078396
1008758	8147836
1008759	8103249
1008781	8060312
1008789	7988546
1008807	8064361
1008811	8132187
1008822	8029740
1008824	7973375
1008837	8121180
100886	7946302
1008880	8091501
1008885	8025976
1008924	7940982
1008933	7973810
1008951	8147716
1008966	7950424
1008999	8132643
10090	7964929
1009043	8032759
1009075	8081545
1009082	8097946
100910	8022654
1009101	8008579
1009111	8066532
1009118	7942482
1009137	8164860
1009140	8044535
1009141	8000423
1009142	8000758
100916	8112288
1009173	8024689
1009174	7898376
1009174	7898412
1009174	7912801
1009174	7912851
1009174	7919270
1009174	7919350
1009174	7919577
1009174	7973897
1009174	7978569
1009186	7977173
1009203	8132537
1009203	8133661
1009203	8140425
1009203	8140455
1009217	7943140
1009221	7954863
1009222	7939966
1009273	8094069
1009278	8040978
1009307	7989974
1009308	7907851
1009322	7911183
1009355	8076548
1009358	7962182
1009374	7945879
1009385	8076433
1009395	7957639
1009400	8094875
1009404	8110111
1009414	8107972
1009418	8125879
1009419	8026406
1009432	8158417
1009436	8109174
1009442	7991130
1009456	7961316
1009457	8035571
1009470	8122138
1009471	8083134
1009474	7919050
1009479	7938311
1009488	8074624
1009501	8115874
1009507	8112179
1009515	7909724
1009523	8019996
1009525	8148705
1009536	8066585
1009539	8080912
100954	7905850
1009560	8031117
1009578	7942314
1009593	8107508
1009608	8168365
1009616	8142690
1009619	7910567
1009631	8017767
1009638	7961179
1009662	8125440
1009679	8160527
100969	8068250
1009722	7930935
1009747	7949491
1009779	8092355
1009786	7962182
1009800	8007135
1009817	8124647
1009817	8178290
1009839	7934116
1009846	8048076
1009864	8020846
1009865	7999076
1009869	7992842
1009896	8144515
10099	7951694
1009908	8008360
1009924	7974845
1009933	8031678
1009938	8089761
1009947	8061828
1009956	7916115
1009971	8069874
1009996	8060743
101003	7913866
101004	8024095
1010046	8130221
101006	8044960
1010086	7962084
1010088	7916395
101010	7941916
1010130	7980579
1010135	8082247
1010138	7921111
1010143	7904798
1010151	8133173
1010184	8106729
1010187	8073874
1010188	7914261
1010218	7969264
101022	7980860
1010221	8023410
1010223	8078048
1010229	8037038
101023	7939991
1010272	8027259
1010278	8094545
1010299	7982319
1010318	7960543
1010338	8122814
101036	8123382
1010396	8044580
10104	8121946
1010433	7898722
1010456	8020342
1010462	8055593
1010463	7925443
1010476	8101029
1010482	8151374
1010493	8003666
1010539	7948130
101054	7898439
1010540	8155986
1010544	8019560
1010557	8116606
101057	8130727
1010591	7966454
1010592	8113387
1010596	8087161
1010602	8129983
1010653	7998343
1010676	8005696
101071	8085021
1010715	8080481
1010718	7926287
1010739	8124916
1010739	8178504
1010739	8179746
1010771	7931680
1010795	7961706
1010802	7981723
1010802	7981731
1010802	7995265
1010802	8001105
1010807	8126397
1010822	7899658
1010842	8116990
1010868	8059344
1010873	7922149
1010880	8002591
1010882	8086877
1010888	7947202
1010910	7952458
1010915	8087732
101092	8077489
1010926	8146129
1010927	7901866
101093	8139920
1010930	8027303
1010944	7940254
1010970	8100093
1010972	7912160
1011016	8156193
1011023	7930997
1011026	8054839
1011036	8020450
1011051	8019961
1011073	8160844
1011096	8064473
1011097	8008712
1011102	7897746
1011119	8026132
1011139	8096898
101117	8039531
1011179	8110929
1011200	7919159
101123	7952033
1011238	8006591
1011246	8045560
1011248	7997375
1011272	8043005
1011327	8169054
1011328	7979887
1011335	8082685
101134	7935509
1011384	8146933
1011387	7958854
101141	8089929
1011420	8017254
1011421	8053947
1011443	8080132
1011446	8085139
1011461	7983988
1011468	8146791
101147	7905363
1011482	8124647
1011501	8136789
1011510	7928749
1011511	8103441
1011525	8004602
1011530	8005587
1011539	7897371
1011545	8031894
1011547	8174597
1011577	7915395
1011581	8098158
1011586	8004453
1011640	8120187
1011645	8117895
1011645	8177792
1011645	8179107
1011648	8108734
1011650	7997501
1011652	7923763
1011654	8050899
1011669	7988785
1011674	7918495
1011699	7961756
1011702	8108588
1011711	7979214
1011713	8030367
1011733	8042112
1011744	8014010
1011746	7933556
1011785	8082235
1011816	8072730
1011817	7947128
1011824	8139114
1011836	8021114
1011843	8023499
1011845	8060329
1011855	8117455
1011887	8150919
1011889	7896785
1011893	7957276
1011929	8082313
101194	8082260
1011951	8013339
1011993	7912526
1012005	7904437
1012007	8089325
101202	8034592
1012020	7997862
101204	8095541
1012049	7904466
1012060	8130587
1012066	8023988
1012092	8043871
1012104	7988349
1012111	8000481
1012113	8170325
1012122	7936373
1012166	8149082
1012177	7985626
1012191	8115763
1012198	7991236
1012229	7997501
1012241	8159962
1012246	7950766
1012268	8090389
1012290	8017772
1012307	8034129
1012312	8021644
1012362	7941598
1012378	8082571
1012390	8103006
101241	7988725
1012411	7939119
1012438	7897440
1012442	8031742
1012453	7982009
1012453	7982017
1012453	7982019
1012453	7982025
1012453	7982029
1012453	7982031
1012453	7982033
1012453	7982039
1012453	7982051
1012453	7982059
1012453	7982065
1012453	7982067
1012453	7982079
1012453	7982085
1012453	7982091
1012453	7982093
101246	8098499
1012484	8150967
1012493	8048457
1012504	8103379
1012523	7985998
1012554	8119520
1012569	7945675
1012588	7989065
1012591	8164959
1012626	8039447
1012642	8111250
1012709	8083625
1012751	7914594
1012796	8034917
1012834	8017830
1012859	8008621
1012886	8043992
1012908	8067597
1012910	8125488
1012910	8178843
1012910	8180037
101293	8120331
1012933	8150919
1012946	8068550
1012955	8082119
1012978	8137467
1012987	7906991
1013006	8048467
101305	8117728
1013056	8010075
1013070	8157282
1013089	7997136
1013102	8081940
1013154	7976849
1013158	7992842
1013180	8042759
1013184	8043411
1013235	7919387
1013241	8026690
1013279	8107114
1013297	7966888
1013322	7939882
1013377	8163931
1013398	8009328
1013413	7972690
1013414	7992955
1013420	7908693
1013425	7904363
1013452	8024729
1013484	8061568
1013495	7946213
101350	7944340
1013506	8071916
1013550	8043732
1013558	8117541
1013571	8095338
1013579	8074608
1013584	7975246
1013602	8086557
1013609	7930792
1013613	7948341
1013616	8042613
1013632	8076578
1013643	8017097
1013684	8098796
1013689	7956654
1013691	8027503
1013741	8144205
1013750	8171202
1013767	8069292
1013834	8126908
1013842	7995966
1013852	8092005
1013857	7932965
1013857	7934732
1013857	8052701
1013877	8141699
1013899	7938052
101390	8021441
1013916	8104824
1013919	8036316
1013944	7910276
1013950	7965722
101396	8027321
1013973	8016443
1013985	7975600
1013991	8089052
1014021	7976620
101404	8162528
1014048	8015170
1014048	8019598
1014058	7922294
1014069	8100740
1014069	8100748
1014089	7970574
1014123	7953225
1014136	8149708
1014138	7932423
1014143	8057932
1014216	7998145
101423	8050962
1014236	7972901
1014248	8118515
1014248	8179455
1014263	8155273
1014282	8105679
1014306	7921863
1014323	8027358
1014341	7915428
1014344	8078444
1014349	7963854
1014363	8136754
1014437	8037984
1014480	8103363
1014482	7911898
1014487	8139777
1014487	8139793
1014522	8161905
1014530	8038698
1014541	8028676
1014570	8055270
1014594	7966297
1014632	8086422
1014635	8078790
1014646	7999888
1014662	7949452
1014681	7919901
101469	7921074
1014693	8017097
1014706	7900002
1014707	8117743
1014707	8177708
1014707	8179010
1014734	7991889
101475	7979617
1014763	7961653
1014772	7926343
1014788	7940992
1014794	8021369
1014798	8018159
1014814	8028591
1014818	8123778
1014832	8147372
1014852	7915407
101486	8007204
1014867	7995521
1014873	8130858
1014877	8125456
1014898	8033739
101492	7921058
1014938	8120009
1014958	8100479
1014980	8145002
1014985	7935534
1015004	7974532
1015025	7975322
1015036	8131814
1015047	8157099
1015059	8068882
101507	8117899
101507	8177796
101507	8179111
1015072	8057735
1015086	7968788
1015086	7971242
1015086	8042575
1015086	8045888
1015086	8082245
1015086	8082249
1015086	8156320
1015096	8081664
1015146	8157685
1015151	8094937
1015159	8048969
1015172	8129619
1015189	8117665
1015201	8050715
1015208	7999953
1015220	7981957
1015244	8078932
1015248	7914497
1015252	7973031
101526	8068613
1015263	8086548
1015276	8113880
1015280	7923318
1015292	7903934
1015309	7937398
1015310	8169351
1015334	7944968
1015374	8021671
1015380	8145569
1015391	7993184
1015405	8147829
101543	7907186
1015449	8027025
101547	8039538
1015473	7965039
1015492	8080000
1015510	8141362
1015516	8058510
1015538	8110929
1015562	7986187
1015586	7954278
1015589	8168462
1015589	8176285
1015591	8018382
101560	8049719
1015632	7953332
1015674	7906373
1015679	7997167
101568	8116305
1015689	8075847
1015694	7960324
1015700	7911292
1015720	8145885
1015728	7998196
1015729	8132995
101573	8133885
1015732	8068631
1015736	8112893
1015742	7986636
1015763	7998658
1015790	7925742
1015790	7925744
101581	8122811
1015829	8134835
1015845	7956907
1015851	7972499
1015869	7917952
1015874	8031569
1015875	8045160
1015875	8055274
1015902	8148576
1015925	7949200
101594	7948325
1015942	7960333
1015951	8028153
1015952	8147863
1015966	7900459
1015972	7901950
1015974	8165685
1015993	7952796
1016011	8041694
1016019	7928830
1016036	7896951
1016062	7896800
1016063	8038428
101607	7938177
1016080	8149066
1016082	7963566
1016094	8161161
10161	8074883
1016128	8151333
1016165	8085555
1016178	8149529
1016189	8072728
1016195	7996342
1016216	8079262
1016224	8102722
1016261	7966721
1016274	7947650
101629	8139092
1016302	8071648
1016305	7938009
1016319	8003203
1016336	8074484
1016339	8116483
1016359	7926151
1016450	8063792
1016464	8170222
1016521	7983941
1016524	8080160
1016542	8064788
1016550	8166093
1016558	7904954
1016568	7925721
1016600	8170263
1016615	8021046
1016633	8140156
1016647	8152245
1016649	8098422
101668	8166670
1016688	8100506
1016708	8124452
1016713	7952399
1016713	7952401
1016765	7904581
1016770	8006184
1016796	8032599
1016812	7921130
1016844	8116809
1016861	7999518
1016864	7911929
1016866	8154222
1016909	8098647
1016917	8086272
1016924	7911113
1016949	8149107
1016951	8088549
1016956	8074875
1016961	8045166
1016967	7914190
1016984	7963355
101699	7917243
1017004	7977475
1017005	8149276
1017012	8092405
101702	8017013
1017025	7900145
101703	7915417
1017068	8075050
1017069	7904205
1017072	8053363
1017105	8043638
1017107	7975693
1017108	7976849
101711	8009325
1017112	8024658
1017113	8034825
1017132	8117801
1017132	8177733
1017134	7970435
1017151	7991541
101717	8031234
1017180	7971137
1017195	8038992
1017199	8108701
1017244	7927689
1017257	8010846
1017264	7915564
1017269	8159278
1017282	7939974
1017285	8125804
1017295	8026295
1017305	8034452
1017308	8117325
1017328	7914767
1017330	8028853
1017332	7933074
1017347	8107093
1017380	8029090
1017397	8140417
1017398	8091561
1017399	8088462
101741	7973023
1017414	7906812
1017430	8016059
1017471	8040418
1017505	8103806
1017507	8151412
1017511	7996550
1017520	7918484
1017530	8126942
1017563	8099755
1017572	8078217
1017581	7967708
1017591	8172087
1017636	7968014
1017651	8117397
1017656	7912775
1017666	8122128
101769	7980002
1017729	8134023
1017739	7930169
101774	7966931
1017761	8099237
1017768	8165691
1017772	7946079
1017780	8144051
1017781	8060791
101779	8014072
1017813	8088892
1017882	8112008
101793	7972702
1017937	8022833
1017939	8020750
1017945	7939241
1017950	8172115
1017974	7911113
1017979	7999963
1017980	8058218
1017981	8135928
1017985	7996650
1018011	8138944
1018011	8180397
1018013	7939177
1018016	8012343
1018017	8037729
1018021	8018973
1018024	7905029
1018038	8059901
1018040	8032697
1018055	7963879
1018075	7900145
1018089	8003052
1018181	7934446
101819	8100852
1018236	7910533
1018242	8149608
1018269	8076557
101827	7940823
1018296	8050808
1018300	8039091
1018318	8056971
1018339	8038113
101836	8110471
1018405	7965722
1018414	8037377
1018425	8169716
1018450	8040478
1018457	8021740
1018468	7927983
1018473	7985937
1018475	8024735
101849	8007903
1018521	7924498
1018561	7934132
1018571	8135664
1018573	8148043
1018577	8078779
101863	7949567
1018631	8002054
1018648	8089695
1018668	8131523
101869	8040551
10187	8023376
1018701	8117599
1018734	7954137
1018738	7922129
1018750	8144702
1018751	8095996
1018773	7933486
1018776	7968876
1018785	8122128
1018790	8025302
1018821	7969793
1018843	8112311
1018847	8032456
1018854	7927509
1018855	8146907
1018857	7957760
1018858	7942677
1018875	7968705
1018890	7970380
1018901	8016323
1018903	7994054
101891	7939935
1018916	8163247
1018922	7926107
1018927	8056042
101893	8077949
1018982	8072730
1018992	7937999
1019019	8099105
1019039	8139888
1019041	7929820
1019045	7929306
1019090	8016885
1019098	8008712
1019114	7979247
1019128	8097840
1019145	8069767
1019164	8037428
1019169	8094618
101918	7938054
1019180	7953389
1019183	7945973
1019187	8074689
1019190	8162344
1019225	7903866
1019253	7965801
1019257	7954526
1019266	7941061
1019284	7957522
1019301	8133007
1019387	7968726
1019396	8157124
1019408	8063269
1019437	7901747
101944	8072930
1019458	7975411
1019460	7931603
1019461	7919565
101948	7999726
1019488	8104116
1019498	7915230
1019560	8029059
1019582	8103454
1019655	8118977
1019664	8118321
1019674	8042261
1019695	8113656
1019712	8138094
1019742	8117397
1019795	8131809
1019799	7982376
1019816	8084964
1019825	8010083
1019833	8034153
1019842	8160652
1019862	8122814
1019867	7951348
1019868	8131645
101990	8153335
1019902	7913659
1019905	8020140
1019935	7932536
1019971	8023400
1019975	7970123
102000	8004151
1020009	8104284
1020029	8146791
102004	8068729
1020045	7917943
1020055	8071775
1020066	8044952
1020073	7927364
1020073	7928904
1020073	7933330
1020073	7933426
1020076	8095512
1020094	8056951
102012	7968914
1020133	8061415
1020138	7944853
1020157	8032276
1020162	8010485
1020163	7950523
1020171	7953277
1020195	8069767
1020212	8049011
1020221	7980766
1020225	8065900
1020237	8005729
102024	8082009
1020248	8045290
102025	7973839
1020259	8080620
1020274	8151335
102028	8065413
1020281	7998026
1020294	7959849
102034	7977954
1020342	8085584
1020343	8127420
1020355	8100965
1020387	8060390
1020388	8056106
102041	7973450
1020413	7948605
1020423	7938948
1020438	8045560
1020443	8135272
102045	8107856
102045	8112177
1020458	8143501
1020473	8092052
1020481	8096250
1020488	7960895
1020503	8119337
1020505	8058517
1020509	7937773
1020539	7898658
1020562	7935538
1020573	8156216
1020574	8149316
1020599	8151248
1020622	8102609
1020628	8096501
1020648	8156133
1020662	8031844
1020668	7984509
1020669	8159352
1020671	8036925
1020715	7971374
1020785	7898534
1020811	7904954
102086	8073383
1020873	7998541
1020881	8019443
1020895	8143269
1020903	8047357
1020906	8038009
1020932	8015767
1020936	7898229
102095	7912013
1020973	8002019
1020983	8007812
1020998	8168860
1021009	7995349
1021036	8032144
1021069	8103861
1021117	8079105
1021121	8030186
1021121	8038300
1021133	7969052
1021154	7929615
102116	8045027
1021165	8008964
1021167	7934918
1021172	8059958
1021176	7980398
1021179	8115040
1021181	8087854
1021184	8062479
1021238	8102131
102125	8065121
1021272	8088481
1021280	8109419
1021281	8165849
1021300	8107253
102131	8032655
1021326	7959697
1021354	7949797
102136	8153615
102138	7921664
1021401	8110605
1021405	8076398
1021430	8101698
1021446	7964918
1021459	7922106
1021459	8003001
1021459	8114779
1021509	8108812
1021517	7919860
1021520	8087449
1021527	8059013
1021530	8159277
1021537	7945082
1021538	8009905
1021552	8162284
1021586	8023217
1021608	8099105
1021639	8058089
1021677	8088894
10217	7976577
1021718	7960742
1021720	8032835
1021756	8021474
1021801	8045498
1021803	8164033
1021822	8025673
1021851	7994606
1021852	8160754
1021858	7953277
1021877	8094740
1021885	7953891
1021889	7900145
1021891	8107327
1021918	8159851
1021929	8029855
1021938	7998682
1021942	7934772
1021969	7997501
1021978	7925872
1021989	7941676
1021991	8053367
1022011	8153907
1022012	7981715
1022016	8079313
1022045	8038140
102207	8079222
1022077	7905022
1022084	8141585
1022094	8019119
102214	7900653
1022143	8132536
1022143	8133213
102215	8099701
1022159	7955886
1022174	7952320
1022184	7958937
1022186	7986382
1022198	8023381
1022240	8057518
1022253	8030235
1022263	8118545
1022277	8092459
1022311	7966598
1022317	8004967
1022328	7945670
1022342	8048251
1022354	8148573
1022364	7978055
1022366	8137476
1022380	7916023
1022382	8070387
1022388	7905579
1022393	8114549
1022409	8005721
1022427	8016520
102244	8070914
1022445	8124490
1022446	7979695
1022453	7993615
102246	8160393
102247	7919304
1022473	7983470
1022482	8113300
1022529	7931041
1022537	7896694
1022537	7944156
1022544	8084984
1022571	7927364
1022571	7928904
1022571	7933330
1022571	7933426
1022616	7953820
1022616	7963873
1022620	7928338
1022621	7915406
1022633	8111866
1022648	8052525
1022655	8045013
1022666	7907157
1022686	8030898
1022794	8175167
1022808	8102466
1022809	7966197
1022810	8077928
1022812	7954962
1022852	8154621
1022898	8098059
1022903	8148019
102294	8067511
1022947	8052946
1022977	7992134
1022990	8026441
1022996	8152598
1023000	8081193
1023010	8052371
1023011	8052371
1023012	8009458
1023020	7910129
1023020	8046517
1023020	8102861
1023020	8169741
1023028	7925872
102307	7966187
1023071	7979901
1023095	7913919
1023107	8123892
1023128	8030097
1023134	7929613
1023135	8009855
102315	8114003
1023154	8002118
1023172	8149618
1023197	8067447
1023203	7973663
1023212	7983937
1023232	8130938
1023249	8055079
102325	8063879
1023272	8148981
1023277	7918049
1023284	8011288
1023294	8027683
1023295	7915391
1023323	8039252
1023340	8161905
1023378	8038845
1023393	8070170
1023408	8005717
1023428	8133220
1023442	8111992
1023458	8041805
1023474	7934902
1023481	7943953
1023487	7965680
1023517	8040462
102352	7956904
102353	8159962
1023543	8056976
1023546	8082237
1023548	7939872
1023570	8115835
1023580	8157460
1023594	8162637
