probe_id	probeset_id	x	y
669800	8140259	949	637
669800	8140270	949	637
669800	8140281	949	637
72895	8133301	444	69
72895	8140240	444	69
72895	8140259	444	69
72895	8140270	444	69
72895	8140281	444	69
229768	8133301	867	218
229768	8140281	867	218
285356	8133310	805	271
285356	8133532	805	271
285356	8133755	805	271
285356	8139897	805	271
285356	8140240	805	271
285356	8140259	805	271
285356	8140270	805	271
285356	8140281	805	271
968880	8133310	779	922
968880	8133532	779	922
968880	8133755	779	922
968880	8139897	779	922
968880	8140240	779	922
968880	8140259	779	922
968880	8140270	779	922
968880	8140281	779	922
790608	8133310	1007	752
790608	8133532	1007	752
790608	8133755	1007	752
790608	8140240	1007	752
790608	8140259	1007	752
790608	8140270	1007	752
790608	8140281	1007	752
967722	8133310	671	921
967722	8133532	671	921
967722	8133755	671	921
967722	8139897	671	921
967722	8140240	671	921
967722	8140259	671	921
